Quarter,Revenue,Net Income,EPS (Diluted),Dividend Per Share,Total Assets,Total Liabilities,Shareholders' Equity,Book Value Per Share,Market Capitalization,PE Ratio,PS Ratio,PB Ratio,Return on Assets (ROA),Return on Equity (ROE),Earnings Yield,Dividend Yield,Stock Symbol,Date,Stock Price,Symbol
Q4 2021,1761595,124465,1920.3,357.143,5430878,3040144,2390734,34106,4811106,9.4,0.74,2.01,9.88%,30.50%,10.64%,0.57%,PTB,12/31/2021 0:00,62.36,PTB
Q3 2021,1715070,165482,2521,-,5568180,3299679,2268501,32329.92,5418569,10.73,0.86,2.39,7.45%,24.34%,9.32%,-,PTB,9/30/2021 0:00,70.24,PTB
Q2 2021,1611879,122750,1855.14,-,5460464,3354356,2106109,29908.94,3979513,9.06,0.66,1.89,7.06%,20.10%,11.04%,-,PTB,6/30/2021 0:00,54.43,PTB
Q1 2021,1403404,99144,1522.73,-,5168742,3079855,2088887,31317.07,3984119,10.03,0.69,1.91,7.73%,25.49%,9.97%,-,PTB,3/31/2021 0:00,50.44,PTB
Q4 2020,1588534,117557,1787.98,1428.571,4773757,2783132,1990625,29820,2837246,7.91,0.51,1.43,8.23%,22.80%,12.64%,3.77%,PTB,12/31/2020 0:00,35.92,PTB
Q3 2020,1447784,99792,1517.86,-,4516945,2645274,1871670,28012.74,2537861,6.77,0.45,1.36,7.31%,18.24%,14.77%,-,PTB,9/30/2020 0:00,32.13,PTB
Q2 2020,1351287,80592,1244.92,-,4318521,2458047,1860475,27893.76,2256900,5.82,0.41,1.21,6.09%,13.65%,17.19%,-,PTB,6/30/2020 0:00,27.5,PTB
Q1 2020,1213632,60560,907.3,-,4367354,2461676,1905678,27830.3,1627101,3.95,0.29,0.85,11.76%,31.62%,25.34%,-,PTB,3/31/2020 0:00,18.85,PTB
Q4 2019,,,,,,,,,,,,,,,,,PTB,12/31/2019 0:00,38.36,PTB
Q3 2024,1137868,131527,201,-,45407914,24110363,21297551,11169.52,5756578,29.29,1.3,0.27,-,4.34%,3.41%,-,BCG,9/30/2024 0:00,6.54,BCG
Q2 2024,1050129,73010,105.36,-,45308294,24320354,20987940,11021.25,6681648,94.49,1.55,0.32,-,4.77%,1.06%,-,BCG,6/30/2024 0:00,7.59,BCG
Q1 2024,1050129,72532,118.09,-,-,-,17467744,11668.41,4694520,41.79,1.08,0.27,0.61%,-0.34%,2.39%,-,BCG,3/31/2024 0:00,8,BCG
Q4 2023,1178693,-80519,-137.21,-,42009335,24541591,17467744,11668.41,4705189,-,1.17,0.27,0.69%,0.25%,1.25%,-,BCG,12/31/2023 0:00,8.02,BCG
Q3 2023,1017931,5693,9.7,-,42976627,28299000,14677627,11506.37,5270665,-151.15,1.3,0.36,1.34%,4.44%,-0.66%,-,BCG,9/30/2023 0:00,8.98,BCG
Q2 2023,1114358,114617,195.32,-,43568195,28966282,14601913,11514.25,4918576,-347.7,1.17,0.34,0.53%,0.42%,-0.29%,-,BCG,6/30/2023 0:00,8.38,BCG
Q1 2023,701178,19192,32.57,-,46258538,31876560,14381977,11353.22,3366184,24.89,0.85,0.23,-0.20%,-9.28%,4.02%,-,BCG,3/31/2023 0:00,5.74,BCG
Q4 2022,1220613,-174372,-324.08,-,43842697,30017466,13825231,11375.23,3366184,-,0.74,0.24,1.12%,1.16%,11.01%,-,BCG,12/31/2022 0:00,5.74,BCG
Q3 2022,1176724,26417,50.64,-,43752360,30117585,13634776,11992.17,6561658,10.17,1.64,0.48,-,12.88%,9.84%,-,BCG,9/30/2022 0:00,11.18,BCG
Q2 2022,881001,264023,504.43,-,44373237,30687702,13685535,12410.64,7096614,9.04,2.17,0.52,-,23.52%,11.06%,-,BCG,6/30/2022 0:00,11.84,BCG
Q1 2022,1252856,254706,486.29,-,-,-,8349565,10396.12,11782475,15.95,3.67,1.41,0.68%,16.27%,6.27%,-,BCG,3/31/2022 0:00,22.16,BCG
Q4 2021,684696,100207,305.44,432.9,37689326,29339761,8349565,10396.12,7111146,11.68,2.75,0.85,0.88%,14.95%,8.56%,2.16%,BCG,12/31/2021 0:00,20.06,BCG
Q3 2021,457440,165854,513.42,-,35371212,29012756,6358456,10142.3,5370551,8.01,2.59,0.84,1.07%,25.04%,12.48%,-,BCG,9/30/2021 0:00,12.21,BCG
Q2 2021,814265,217924,1240.73,-,35738101,30434844,5303256,10794.87,2625348,4.89,1.1,0.5,1.01%,17.34%,20.46%,-,BCG,6/30/2021 0:00,8.56,BCG
Q1 2021,633057,124945,521.24,-,29221497,24444070,4777428,9859.05,3011331,8.99,1.43,0.63,-0.76%,24.94%,11.12%,-,BCG,3/31/2021 0:00,9.26,BCG
Q4 2020,166322,161708,1171.02,679.059,24136826,21173518,2963308,9835.29,1802078,8.53,0.97,0.61,2.60%,14.84%,11.73%,8.93%,BCG,12/31/2020 0:00,7.61,BCG
Q3 2020,781696,32541,202.87,-,16230279,13961804,2268475,9006.63,1086687,23.15,0.47,0.48,-0.37%,4.28%,4.32%,-,BCG,9/30/2020 0:00,4.59,BCG
Q2 2020,521976,15724,123.58,-,13146231,11307390,1838841,9624.18,662076,10.45,0.37,0.36,0.39%,2.03%,9.57%,-,BCG,6/30/2020 0:00,3.13,BCG
Q1 2020,384951,1354,10.29,-,9817104,8151920,1665184,9729.61,452545,4.49,0.26,0.27,Upgrade,Upgrade,22.28%,-,BCG,3/31/2020 0:00,2.14,BCG
Q4 2019,,,,,,,,,,,,,,,,,BCG,12/31/2019 0:00,4.07,BCG
Q3 2024,127552,48419,290.26,-,6877734,4648784,2228950,13342.74,3840891,19.07,3.86,1.72,0.99%,4.82%,5.24%,-,TVS,9/30/2024 0:00,23,TVS
Q2 2024,276310,26200,156.98,-,6448668,4268158,2180509,13052.8,3849241,17.9,3.32,1.77,2.88%,19.31%,5.59%,-,TVS,6/30/2024 0:00,23.05,TVS
Q1 2024,301174,101480,608.71,-,14731060,12571254,2159806,12966.45,3775301,12.32,3.24,1.75,0.83%,4.96%,8.25%,-,TVS,3/31/2024 0:00,22.68,TVS
Q4 2023,291033,25270,151.82,-,13529106,11473690,2055416,12337.04,3192740,13.37,2.9,1.55,2.22%,12.45%,7.87%,-,TVS,12/31/2023 0:00,19.18,TVS
Q3 2023,292407,62046,372.77,-,11019716,8989650,2030066,12185.22,3487803,15.78,3.25,1.72,4.59%,25.77%,6.70%,-,TVS,9/30/2023 0:00,20.95,TVS
Q2 2023,279440,122706,706.45,-,11408151,9440498,1967653,11812.45,3540813,20.12,3.58,1.8,1.70%,9.15%,5.33%,-,TVS,6/30/2023 0:00,21.27,TVS
Q1 2023,239780,41260,202.65,-,9989531,8144734,1844797,11075.08,2401854,229.55,2.79,1.3,0.32%,1.73%,0.75%,-,TVS,3/31/2023 0:00,14.43,TVS
Q4 2022,261346,7645,46.36,-,9459575,7691093,1768482,10825.15,2676880,61.32,3.21,1.51,0.73%,3.88%,1.63%,-,TVS,12/31/2022 0:00,16.4,TVS
Q3 2022,208821,16977,104,-,9569330,7807417,1761913,10784.97,3394283,16.12,3.89,1.93,-2.05%,-10.69%,5.44%,-,TVS,9/30/2022 0:00,20.79,TVS
Q2 2022,150460,-47889,-293.35,-,9222228,7464854,1757374,10757.7,3453175,-,4.19,1.96,3.24%,15.06%,6.86%,-,TVS,6/30/2022 0:00,21.15,TVS
Q1 2022,213191,66918,409.92,-,9393492,7582886,1810605,11087,4850506,11.25,5.38,2.68,9.14%,35.40%,8.89%,-,TVS,3/31/2022 0:00,29.71,TVS
Q4 2021,299798,148679,1068.93,-,7187117,5432205,1754912,10747,6478049,12.53,6.93,3.69,5.18%,17.65%,7.98%,-,TVS,12/31/2021 0:00,39.68,TVS
Q3 2021,160724,69298,300.38,-,5829420,4223247,1606173,9836.13,3310525,6.98,3.93,2.06,13.09%,39.09%,15.10%,-,TVS,9/30/2021 0:00,20.28,TVS
Q2 2021,227708,146381,404.28,-,4884072,3347263,1536809,9411.51,2411674,5.08,3,1.57,15.31%,44.12%,20.74%,-,TVS,6/30/2021 0:00,14.77,TVS
Q1 2021,246906,152571,934.98,-,4064143,2605108,1459035,8935.2,2053115,4.42,2.85,1.41,12.18%,42.48%,22.63%,-,TVS,3/31/2021 0:00,12.19,TVS
Q4 2020,206624,131708,806.79,361.051,3911080,2602903,1308177,8011.3,1429322,6.14,2.76,1.09,6.97%,24.43%,16.28%,4.25%,TVS,12/31/2020 0:00,8.49,TVS
Q3 2020,121337,69503,425.75,-,4740047,3567333,1172713,7180.18,973347,6.8,2.28,0.83,14.31%,44.24%,15.21%,-,TVS,9/30/2020 0:00,5.78,TVS
Q2 2020,144644,110810,678.78,-,3240243,2137312,1102931,6754.43,946309,10.95,2.44,0.86,-10.69%,-33.76%,9.66%,-,TVS,6/30/2020 0:00,5.62,TVS
Q1 2020,44459,-79386,-546.98,-,2955221,2054544,900677,6203.65,901403,-,2.92,1,Upgrade,Upgrade,-0.25%,-,TVS,3/31/2020 0:00,6.02,TVS
Q4 2019,,,,,,,,,,,,,,,,,TVS,12/31/2019 0:00,7.3,TVS
Q3 2024,3193400,21800,57.03,-,13032240,6955710,6076529,13221.2,3704240,9.58,0.32,0.61,2.27%,9.02%,10.44%,-,AAA,9/30/2024 0:00,9.69,AAA
Q2 2024,2782480,135888,355.47,-,12267856,6105593,6162262,14589.61,4224133,9.11,0.35,0.69,2.91%,9.57%,10.98%,-,AAA,6/30/2024 0:00,11.05,AAA
Q1 2024,2963831,134707,352.38,-,11686618,5623021,6063597,14327.62,4281474,11.56,0.36,0.71,1.81%,5.93%,8.65%,-,AAA,3/31/2024 0:00,11.2,AAA
Q4 2023,2684409,94190,246.32,-,11583446,5619575,5963871,13979.92,3612494,12.48,0.29,0.61,2.22%,6.48%,8.01%,-,AAA,12/31/2023 0:00,9.45,AAA
Q3 2023,3529079,99050,259.11,-,11610262,5162454,6447808,14846.92,3570444,41.67,0.27,0.55,1.27%,3.17%,2.65%,-,AAA,9/30/2023 0:00,9.34,AAA
Q2 2023,2791313,42275,110.59,-,11230035,4885760,6344275,14581.45,4128565,62.08,0.32,0.65,1.63%,4.11%,1.82%,-,AAA,6/30/2023 0:00,10.8,AAA
Q1 2023,3616713,53895,140.99,-,10901971,4670841,6231131,14572.4,3551330,32.39,0.24,0.57,-3.78%,-9.49%,3.33%,-,AAA,3/31/2023 0:00,9.29,AAA
Q4 2022,3407418,-100778,-286.66,-,10795833,4624647,6171185,14439.59,2610935,-,0.17,0.42,2.46%,5.11%,5.84%,-,AAA,12/31/2022 0:00,6.83,AAA
Q3 2022,3280335,79866,208.92,-,11277995,4882952,6395044,14685.35,3780695,14.17,0.24,0.59,2.45%,6.80%,8.45%,-,AAA,9/30/2022 0:00,9.89,AAA
Q2 2022,4574860,85425,261.69,-,10927725,5337318,5590407,14923.76,3688710,14.79,0.23,0.66,3.05%,7.13%,8.19%,-,AAA,6/30/2022 0:00,11.3,AAA
Q1 2022,4027684,88086,269.84,-,10477077,5103178,5373899,14751.82,6104325,24.39,0.41,1.14,1.73%,5.31%,4.97%,-,AAA,3/31/2022 0:00,18.7,AAA
Q4 2021,4187567,66258,40.87,-,10009527,4555145,5454382,14687.45,6593977,27.78,0.5,1.21,1.86%,5.12%,4.40%,-,AAA,12/31/2021 0:00,20.2,AAA
Q3 2021,3407180,62515,191.51,-,9957115,4659393,5297722,14500.23,5125022,21.76,0.46,0.97,3.40%,8.22%,5.49%,-,AAA,9/30/2021 0:00,15.7,AAA
Q2 2021,3264746,86327,264.45,-,9642310,4426885,5215425,14585.12,5786819,23,0.6,1.11,2.77%,8.79%,5.14%,-,AAA,6/30/2021 0:00,17.23,AAA
Q1 2021,2283617,75142,308.04,-,9179385,5051730,4127655,14974.61,3681216,15.8,0.45,0.89,2.08%,6.03%,7.58%,-,AAA,3/31/2021 0:00,14.67,AAA
Q4 2020,2118457,57507,47.11,454.546,8569414,4545452,4023962,14748.08,3193344,14.76,0.43,0.79,3.41%,9.55%,8.21%,3.57%,AAA,12/31/2020 0:00,12.72,AAA
Q3 2020,1927157,78565,322.07,-,8206176,4239353,3966823,14513.33,2566080,11.77,0.36,0.65,2.97%,9.16%,9.97%,-,AAA,9/30/2020 0:00,10.22,AAA
Q2 2020,1810596,67684,342.3,-,7786585,4544987,3241598,15208.43,2062960,10.16,0.27,0.64,2.62%,7.72%,11.68%,-,AAA,6/30/2020 0:00,9.74,AAA
Q1 2020,1572347,58484,-,-,7768232,4527287,3240945,-,1607568,6.02,0.2,0.5,Upgrade,Upgrade,18.97%,-,AAA,3/31/2020 0:00,7.59,AAA
Q4 2019,,,,,,,,,,,,,,,,,AAA,12/31/2019 0:00,10.26,AAA
Q3 2024,178567,128490,3212,-,1592326,165224,1427102,35677.55,2968000,8.96,4.47,2.08,11.26%,24.85%,11.16%,-,DVP,9/30/2024 0:00,71.6,DVP
Q2 2024,190487,84965,2124,3000,1646404,347792,1298612,32465.31,3044000,11.99,4.84,2.34,11.13%,17.33%,8.34%,10.21%,DVP,6/30/2024 0:00,73.44,DVP
Q1 2024,151317,60934,1523,-,1540559,103612,1436947,35923.67,3000000,10.49,5.25,2.09,2.63%,16.24%,9.53%,-,DVP,3/31/2024 0:00,68.37,DVP
Q4 2023,144150,56756,1418.8,4500,1635776,259763,1376013,34400.32,2876000,8.7,5.24,2.09,6.33%,14.69%,11.50%,10.68%,DVP,12/31/2023 0:00,65.54,DVP
Q3 2023,143521,51182,1280,-,1604895,185638,1419257,35481.42,2584000,7.88,4.75,1.82,6.91%,32.80%,12.68%,-,DVP,9/30/2023 0:00,56.62,DVP
Q2 2023,132864,117107,2928,2500,1755290,387215,1368074,34201.86,2176000,5.88,3.98,1.59,-2.49%,29.43%,17.00%,17.83%,DVP,6/30/2023 0:00,47.68,DVP
Q1 2023,128677,105633,2641,-,1636812,148345,1488467,37211.68,2016000,6.02,3.53,1.35,-,-,16.60%,-,DVP,3/31/2023 0:00,40.6,DVP
Q4 2022,139427,53796,1345,6000,1497819,114985,1382834,34570.84,1836000,6.48,3.14,1.33,-,-,15.43%,18.93%,DVP,12/31/2022 0:00,36.98,DVP
Q3 2022,146130,93475,2337,-,-,-,-,-,2056000,7.13,3.43,-,15.41%,24.74%,14.02%,-,DVP,9/30/2022 0:00,40.51,DVP
Q2 2022,156765,81717,2042.64,1000,1384252,108690,1275563,31889.07,2076000,7.41,3.41,1.63,10.93%,15.88%,13.50%,11.00%,DVP,6/30/2022 0:00,40.9,DVP
Q1 2022,142602,54392,1360,-,1463710,96364,1367346,34183.64,2396000,8.56,3.87,1.75,7.99%,17.45%,11.68%,-,DVP,3/31/2022 0:00,44.37,DVP
Q4 2021,153358,58622,1466,3500,1499395,126441,1372953,34323.84,2412000,8.7,3.96,1.76,10.54%,26.91%,11.49%,11.48%,DVP,12/31/2021 0:00,43.56,DVP
Q3 2021,156636,85532,2138,-,1446443,132112,1314332,32858.29,2260000,8.53,3.8,1.72,16.06%,25.97%,11.72%,-,DVP,9/30/2021 0:00,40.81,DVP
Q2 2021,166337,81277,2032.55,1500,1441188,212389,1228799,30719.99,2056000,8.89,3.55,1.67,10.92%,16.17%,11.25%,11.28%,DVP,6/30/2021 0:00,35.48,DVP
Q1 2021,132246,51696,1292,-,1371934,96912,1275022,31875.56,1880000,7.66,3.46,1.47,5.11%,14.71%,13.05%,-,DVP,3/31/2021 0:00,32.44,DVP
Q4 2020,139441,46344,1159,2500,1396135,112808,1283327,32083.17,1872000,7.88,3.61,1.46,10.29%,17.14%,12.70%,12.78%,DVP,12/31/2020 0:00,31.31,DVP
Q3 2020,141683,51906,1298,-,1355606,118623,1236983,30924.56,1652000,6.83,3.21,1.34,11.85%,31.81%,14.65%,-,DVP,9/30/2020 0:00,27.63,DVP
Q2 2020,130693,95435,2385.64,1500,1390573,205496,1185077,29626.92,1352000,5.49,2.66,1.14,9.89%,14.75%,18.22%,18.95%,DVP,6/30/2020 0:00,21.11,DVP
Q1 2020,106368,43996,1100,-,1284488,69346,1215142,30378.54,1120000,4.56,2.09,0.92,Upgrade,Upgrade,21.91%,-,DVP,3/31/2020 0:00,17.49,DVP
Q4 2019,,,,,,,,,,,,,,,,,DVP,12/31/2019 0:00,22.73,DVP
Q3 2024,1217719,45931,387,500,4000903,2085102,1915801,16127.28,3753846,14.06,0.81,1.96,6.56%,16.42%,7.11%,3.86%,DRC,9/30/2024 0:00,31.07,DRC
Q2 2024,1364170,77372,649.32,-,3671905,1801940,1869966,15741.43,4044888,13.64,0.89,2.16,4.16%,10.50%,7.33%,-,DRC,6/30/2024 0:00,33.47,DRC
Q1 2024,973318,49241,415,-,3395073,1494479,1900595,15999.27,3979552,14.73,0.91,2.09,8.72%,20.58%,6.79%,-,DRC,3/31/2024 0:00,32.28,DRC
Q4 2023,1097366,94365,794.16,700,3384337,1532959,1851378,15584.96,3148004,12.78,0.7,1.7,7.92%,17.02%,7.83%,4.70%,DRC,12/31/2023 0:00,25.53,DRC
Q3 2023,1123476,75668,637,-,3157702,1341269,1816433,15290.79,2726290,13.54,0.6,1.5,5.00%,11.26%,8.53%,-,DRC,9/30/2023 0:00,21.7,DRC
Q2 2023,1161569,50895,428,500,3124293,1383484,1740808,14654.18,2607498,12.86,0.55,1.5,2.54%,5.37%,8.97%,8.67%,DRC,6/30/2023 0:00,20.76,DRC
Q1 2023,1112763,25407,214,-,3096735,1220962,1875774,15790.32,2601558,11.04,0.55,1.39,8.05%,17.25%,10.26%,-,DRC,3/31/2023 0:00,19.5,DRC
Q4 2022,1114220,80601,415.85,1300,3417799,1508036,1909763,16076.45,2447128,8.87,0.5,1.28,8.06%,17.23%,12.55%,10.05%,DRC,12/31/2022 0:00,17.91,DRC
Q3 2022,1352846,77085,649,-,3532488,1703997,1828491,15392.3,3349951,11.78,0.65,1.83,7.68%,18.64%,9.37%,-,DRC,9/30/2022 0:00,24.52,DRC
Q2 2022,1147962,83696,705,500,3383770,1632364,1751406,14743.39,3231159,13.41,0.69,1.84,6.82%,14.57%,8.37%,9.30%,DRC,6/30/2022 0:00,23.65,DRC
Q1 2022,1283560,65802,554,-,3354000,1514268,1839732,15486.92,4217137,16.01,0.89,2.29,9.41%,19.83%,6.95%,-,DRC,3/31/2022 0:00,29.65,DRC
Q4 2021,1333362,87273,486.68,1200,3135943,1362013,1773930,14933,3878579,14.84,0.89,2.19,3.83%,7.80%,7.50%,6.23%,DRC,12/31/2021 0:00,27.27,DRC
Q3 2021,929240,33718,284,500,2945573,1199519,1746054,14698.34,3825122,13.34,0.92,2.19,13.12%,24.52%,8.18%,5.66%,DRC,9/30/2021 0:00,26.5,DRC
Q2 2021,1204596,106153,893.98,-,2677311,964974,1712337,14414.51,3593476,11.42,0.86,2.1,8.69%,14.82%,9.48%,-,DRC,6/30/2021 0:00,24.9,DRC
Q1 2021,912320,63685,536,-,2496115,745137,1750978,14739.79,3421227,13.34,0.91,1.95,15.93%,26.29%,8.26%,-,DRC,3/31/2021 0:00,22.88,DRC
Q4 2020,1107993,109273,701.13,1000,2430710,743417,1687293,14203.69,2726290,11.84,0.75,1.62,9.03%,15.37%,9.40%,8.23%,DRC,12/31/2020 0:00,18.24,DRC
Q3 2020,946675,61627,519,500,2275378,637962,1637416,13783.82,2488705,10.92,0.71,1.52,6.36%,11.84%,9.15%,9.23%,DRC,9/30/2020 0:00,16.25,DRC
Q2 2020,788916,47976,404.1,-,2562645,991594,1571052,13225.16,2114508,8.53,0.6,1.35,6.34%,9.07%,11.73%,-,DRC,6/30/2020 0:00,13.08,DRC
Q1 2020,803057,37441,315,-,2665105,995573,1669532,14054.17,1728432,6.38,0.45,1.04,Upgrade,Upgrade,15.68%,-,DRC,3/31/2020 0:00,10.69,DRC
Q4 2019,,,,,,,,,,,,,,,,,DRC,12/31/2019 0:00,17.12,DRC
Q3 2024,2845079,79628,1218,-,3706929,1428236,2278693,31467.28,3076547,11.33,0.45,1.35,4.33%,14.91%,9.04%,-,FMC,9/30/2024 0:00,47.05,FMC
Q2 2024,1242799,66284,1014,-,3602351,1418463,2183888,30249.51,3207325,11.73,0.56,1.47,3.40%,10.11%,8.73%,-,FMC,6/30/2024 0:00,49.05,FMC
Q1 2024,1460715,49698,760,-,3503170,1211822,2291347,31785.75,3174631,11.98,0.57,1.39,5.51%,16.23%,8.89%,-,FMC,3/31/2024 0:00,46.72,FMC
Q4 2023,1252775,82414,1158.95,2000,3356184,1122044,2234141,31025.72,2942500,12.05,0.58,1.32,7.23%,17.00%,9.38%,4.62%,FMC,12/31/2023 0:00,43.3,FMC
Q3 2023,1793410,81580,1085,-,3594880,1449587,2145293,29765.28,3027506,13.02,0.6,1.41,6.31%,14.48%,8.95%,-,FMC,9/30/2023 0:00,44.55,FMC
Q2 2023,1032765,68416,883.77,-,3200824,1145147,2055677,28517.74,2779028,12.2,0.56,1.35,3.57%,9.17%,9.59%,-,FMC,6/30/2023 0:00,40.9,FMC
Q1 2023,1008443,43657,522.69,-,2815092,692371,2122721,29471.45,2530550,9.13,0.47,1.19,6.81%,15.52%,12.33%,-,FMC,3/31/2023 0:00,35.49,FMC
Q4 2022,1210441,77429,980.47,2000,2988807,872745,2116062,29423.08,2105522,7.84,0.37,1,5.89%,16.00%,14.68%,6.77%,FMC,12/31/2022 0:00,29.53,FMC
Q3 2022,1752490,76916,1176,-,3157876,1122361,2035515,28238.95,3007889,10.19,0.51,1.48,9.70%,24.15%,11.19%,-,FMC,9/30/2022 0:00,42.18,FMC
Q2 2022,1411094,113980,1422.92,-,3127571,1171886,1955685,27062.66,3844867,13.99,0.66,1.97,3.13%,8.56%,8.22%,-,FMC,6/30/2022 0:00,53.92,FMC
Q1 2022,1327539,40698,367.79,-,2785476,817442,1968034,27319.54,4354900,18.18,0.78,2.21,9.01%,25.12%,6.38%,-,FMC,3/31/2022 0:00,59.27,FMC
Q4 2021,1444408,104984,1616.99,2000,2699783,723028,1976755,27251.64,3400222,14.73,0.65,1.72,5.90%,16.83%,7.85%,4.32%,FMC,12/31/2021 0:00,46.28,FMC
Q3 2021,1625322,56498,960,-,2713907,1169383,1544524,23029.84,2913075,14.91,0.59,1.89,8.54%,23.73%,7.75%,-,FMC,9/30/2021 0:00,44.05,FMC
Q2 2021,1160779,75783,1075.38,-,2523523,1042696,1480826,22156.13,2159795,10.33,0.44,1.46,3.93%,10.46%,11.09%,-,FMC,6/30/2021 0:00,32.66,FMC
Q1 2021,968595,29773,267.71,-,1966216,682982,1283234,20874.9,2080348,12.39,0.45,1.62,8.28%,24.23%,10.36%,-,FMC,3/31/2021 0:00,31.46,FMC
Q4 2020,1209415,63579,1297.56,2000,1711162,630014,1081147,22044.43,1760680,8.96,0.4,1.63,8.74%,28.63%,12.83%,7.00%,FMC,12/31/2020 0:00,28.75,FMC
Q3 2020,1620324,70312,1247,-,2133474,1115873,1017601,20748.73,1674853,8.65,0.4,1.65,7.40%,21.50%,13.38%,-,FMC,9/30/2020 0:00,27.35,FMC
Q2 2020,873039,51762,733.08,-,1935922,988633,947289,19315.09,1265335,6.34,0.35,1.34,6.49%,16.81%,18.18%,-,FMC,6/30/2020 0:00,20.66,FMC
Q1 2020,712439,40310,821.91,-,1518115,539047,979068,19963.05,782252,3.84,0.21,0.8,Upgrade,Upgrade,29.30%,-,FMC,3/31/2020 0:00,12.31,FMC
Q4 2019,,,,,,,,,,,,,,,,,FMC,12/31/2019 0:00,20.45,FMC
Q3 2024,563762,38210,921.82,-,2053961,493437,1560524,34682.69,3228997,17.47,1.39,2.07,11.18%,19.41%,6.60%,-,TRA,9/30/2024 0:00,75.94,TRA
Q2 2024,620090,67493,1541.68,-,1993973,472182,1521791,33869.5,3282883,15.54,1.41,2.16,8.31%,16.28%,7.29%,-,TRA,6/30/2024 0:00,77.2,TRA
Q1 2024,547493,53954,965.53,-,1973273,513818,1459455,32428.73,3473555,16.38,1.56,2.38,9.14%,15.00%,7.03%,-,TRA,3/31/2024 0:00,79.69,TRA
Q4 2023,587119,53356,1030.13,-,2123901,634846,1489055,33276.39,3689098,16.08,1.6,2.48,9.41%,18.67%,7.14%,-,TRA,12/31/2023 0:00,82.65,TRA
Q3 2023,575902,64604,1558.59,2000,2000826,463172,1537654,34247.62,3502571,16.19,1.53,2.28,12.07%,21.85%,7.10%,3.82%,TRA,9/30/2023 0:00,78.47,TRA
Q2 2023,517103,72383,1562.51,-,1909258,433947,1475311,32873.57,3867335,17.3,1.67,2.62,12.85%,22.79%,6.61%,-,TRA,6/30/2023 0:00,86.64,TRA
Q1 2023,619111,72905,1383.76,-,1836910,429602,1407308,31330.4,3726404,16.47,1.56,2.65,6.65%,12.04%,6.94%,-,TRA,3/31/2023 0:00,82.57,TRA
Q4 2022,580507,38660,713.99,1000,1816265,435706,1380559,30762.03,3689098,15.69,1.54,2.67,12.96%,21.87%,7.30%,3.67%,TRA,12/31/2022 0:00,81.74,TRA
Q3 2022,604273,71801,1732.21,2000,1839161,398330,1440831,32031.99,3958527,15.59,1.66,2.75,14.72%,25.65%,7.39%,3.50%,TRA,9/30/2022 0:00,85.8,TRA
Q2 2022,590144,75258,1628.92,-,1745505,373294,1372211,30487.28,3854900,15.62,1.64,2.81,15.44%,27.66%,7.41%,-,TRA,6/30/2022 0:00,83.55,TRA
Q1 2022,623994,83426,1598.75,-,1740134,444607,1295526,28836.21,3879771,16.37,1.68,2.99,11.76%,21.32%,7.06%,-,TRA,3/31/2022 0:00,83.2,TRA
Q4 2021,571312,62050,1165.08,1000,1707097,439571,1267526,28182.6,3780289,18.01,1.75,2.98,12.80%,22.35%,6.39%,3.78%,TRA,12/31/2021 0:00,79.28,TRA
Q3 2021,568101,64771,1562.61,2000,1812054,509076,1302978,28914.11,3726404,18.19,1.7,2.86,13.65%,23.04%,6.60%,3.84%,TRA,9/30/2021 0:00,78.15,TRA
Q2 2021,549709,63730,1392.83,-,1623513,384740,1238773,27504.11,3133661,16.61,1.51,2.53,10.98%,18.80%,7.33%,-,TRA,6/30/2021 0:00,65.72,TRA
Q1 2021,471718,51040,943.37,-,1528814,348435,1180379,26140.36,2847652,16.41,1.43,2.41,13.82%,25.37%,7.33%,-,TRA,3/31/2021 0:00,58.84,TRA
Q4 2020,602029,66483,1044.53,1000,1650826,478376,1172449,26037.58,2967859,17.19,1.55,2.53,10.46%,17.35%,6.60%,5.03%,TRA,12/31/2020 0:00,59.62,TRA
Q3 2020,458624,48479,1055.42,2000,1566170,363704,1202466,26672.01,2379261,13.45,1.29,1.98,9.96%,17.24%,7.81%,6.28%,TRA,9/30/2020 0:00,47.8,TRA
Q2 2020,455871,42626,845.47,-,1524763,368609,1156155,25610.38,2205169,13.79,1.25,1.91,9.22%,14.75%,7.66%,-,TRA,6/30/2020 0:00,44.3,TRA
Q1 2020,392347,38198,921.54,-,1465341,346801,1118540,24702.94,2010351,14.43,1.16,1.8,Upgrade,Upgrade,7.53%,-,TRA,3/31/2020 0:00,39.68,TRA
Q4 2019,,,,,,,,,,,,,,,,,TRA,12/31/2019 0:00,47.87,TRA
Q3 2024,379582,68370,2038.86,-,1448283,338233,1110049,30434.69,2655860,13,1.78,2.39,13.60%,26.10%,8.20%,-,SGN,9/30/2024 0:00,79.2,SGN
Q2 2024,380238,63185,1763.13,-,1402755,365695,1037060,28395.83,2736341,13.14,1.81,2.64,13.50%,25.85%,8.11%,-,SGN,6/30/2024 0:00,79.17,SGN
Q1 2024,368729,61875,1729.15,-,1330472,250557,1079915,29828.41,2494899,11.12,1.67,2.31,10.17%,10.69%,9.36%,-,SGN,3/31/2024 0:00,72.18,SGN
Q4 2023,365584,24472,322.73,2500,1289193,276873,1012320,27983.24,2431185,11.37,1.67,2.4,15.56%,33.33%,9.36%,3.55%,SGN,12/31/2023 0:00,70.34,SGN
